nom,intérêts,niveau,competences,domaine
Personne 1725,"[""Node.js"", ""SQL""]",Débutant,"[""Excel"", ""Git""]",Data Science
Personne 1726,"[""Python""]",Intermédiaire,"[""Python"", ""Excel"", ""Communication"", ""Analyse de donn\u00e9es""]",Gestion de Projet
Personne 1727,"[""NLP"", ""Machine Learning"", ""Big Data""]",Débutant,"[""Azure"", ""Git"", ""Docker"", ""HTML"", ""Google Cloud""]",Informatique
Personne 1728,"[""Machine Learning"", ""Cloud Computing""]",Débutant,"[""AWS"", ""R\u00e9solution de probl\u00e8mes"", ""Git""]",Data Science
Personne 1729,"[""React"", ""NLP""]",Intermédiaire,"[""Gestion de projet"", ""AWS"", ""SQL"", ""Google Cloud"", ""R""]",Data Science
Personne 1730,"[""React"", ""Computer Vision""]",Débutant,"[""Analyse de donn\u00e9es"", ""JavaScript"", ""Gestion de projet""]",Développement Web
Personne 1731,"[""Machine Learning""]",Débutant,"[""Communication"", ""Excel"", ""R\u00e9solution de probl\u00e8mes"", ""Git""]",Développement Web
Personne 1732,"[""NLP"", ""Web Development""]",Avancé,"[""Google Cloud"", ""Azure"", ""JavaScript"", ""R\u00e9solution de probl\u00e8mes"", ""Analyse de donn\u00e9es""]",Marketing Digital
Personne 1733,"[""Computer Vision"", ""Angular""]",Intermédiaire,"[""AWS"", ""Git"", ""HTML""]",Développement Web
Personne 1734,"[""SQL"", ""Big Data""]",Intermédiaire,"[""AWS"", ""Git"", ""HTML"", ""CSS""]",Gestion de Projet
Personne 1735,"[""Angular"", ""IA"", ""Big Data""]",Débutant,"[""AWS"", ""Python"", ""Google Cloud"", ""JavaScript""]",Gestion de Projet
Personne 1736,"[""HTML""]",Débutant,"[""HTML"", ""Azure"", ""Analyse de donn\u00e9es"", ""SQL"", ""Tableau""]",Marketing Digital
Personne 1737,"[""Python""]",Avancé,"[""Docker"", ""Git"", ""CSS"", ""SQL"", ""Communication""]",Data Science
Personne 1738,"[""React"", ""Computer Vision""]",Débutant,"[""Power BI"", ""Azure""]",Informatique
Personne 1739,"[""Computer Vision"", ""Node.js"", ""Angular""]",Débutant,"[""JavaScript"", ""Google Cloud"", ""HTML""]",Gestion de Projet
Personne 1740,"[""Machine Learning"", ""SQL"", ""JavaScript""]",Intermédiaire,"[""Tableau"", ""Excel"", ""SQL"", ""CSS"", ""Analyse de donn\u00e9es""]",Marketing Digital
Personne 1741,"[""Web Development"", ""SQL""]",Débutant,"[""Azure"", ""Analyse de donn\u00e9es""]",Marketing Digital
Personne 1742,"[""IA"", ""Python"", ""Big Data""]",Avancé,"[""JavaScript"", ""AWS""]",Data Science
Personne 1743,"[""React"", ""HTML""]",Intermédiaire,"[""Gestion de projet"", ""Analyse de donn\u00e9es"", ""Azure""]",Informatique
Personne 1744,"[""CSS""]",Débutant,"[""Gestion de projet"", ""HTML"", ""Power BI"", ""Git"", ""SQL""]",Développement Web
Personne 1745,"[""Python""]",Intermédiaire,"[""Python"", ""Tableau"", ""Docker"", ""Gestion de projet""]",Gestion de Projet
Personne 1746,"[""JavaScript"", ""Computer Vision"", ""SQL""]",Intermédiaire,"[""Gestion de projet"", ""Power BI"", ""R"", ""Tableau"", ""Communication""]",Informatique
Personne 1747,"[""HTML""]",Intermédiaire,"[""Excel"", ""Power BI"", ""Communication"", ""AWS""]",Data Science
Personne 1748,"[""Data Analysis"", ""Cloud Computing"", ""SQL""]",Débutant,"[""Excel"", ""Gestion de projet""]",Marketing Digital
Personne 1749,"[""HTML"", ""Data Analysis"", ""Computer Vision""]",Intermédiaire,"[""Git"", ""Google Cloud"", ""R\u00e9solution de probl\u00e8mes"", ""Gestion de projet"", ""Azure""]",Informatique
Personne 1750,"[""Data Analysis"", ""Computer Vision""]",Intermédiaire,"[""CSS"", ""Google Cloud"", ""Analyse de donn\u00e9es"", ""Excel"", ""R""]",Data Science
Personne 1751,"[""Data Analysis"", ""Machine Learning""]",Débutant,"[""Power BI"", ""SQL"", ""CSS"", ""Communication""]",Informatique
Personne 1752,"[""Machine Learning"", ""Angular"", ""NLP""]",Débutant,"[""R"", ""Google Cloud"", ""SQL"", ""Azure"", ""AWS""]",Data Science
Personne 1753,"[""SQL"", ""HTML""]",Avancé,"[""Tableau"", ""Python""]",Développement Web
Personne 1754,"[""Node.js"", ""Big Data"", ""SQL""]",Intermédiaire,"[""Git"", ""Analyse de donn\u00e9es"", ""Python"", ""Docker""]",Informatique
Personne 1755,"[""NLP""]",Intermédiaire,"[""Python"", ""Google Cloud"", ""Tableau""]",Informatique
Personne 1756,"[""JavaScript""]",Avancé,"[""Power BI"", ""R\u00e9solution de probl\u00e8mes"", ""Communication"", ""Excel""]",Marketing Digital
Personne 1757,"[""JavaScript""]",Débutant,"[""Tableau"", ""R\u00e9solution de probl\u00e8mes"", ""AWS"", ""CSS""]",Développement Web
Personne 1758,"[""Data Analysis"", ""Big Data""]",Avancé,"[""CSS"", ""R"", ""Excel""]",Marketing Digital
Personne 1759,"[""Web Development""]",Intermédiaire,"[""CSS"", ""Python"", ""AWS"", ""Azure"", ""Git""]",Informatique
Personne 1760,"[""Big Data""]",Avancé,"[""R\u00e9solution de probl\u00e8mes"", ""CSS""]",Marketing Digital
Personne 1761,"[""JavaScript"", ""Computer Vision"", ""Cloud Computing""]",Avancé,"[""Gestion de projet"", ""Communication"", ""CSS""]",Data Science
Personne 1762,"[""Python"", ""JavaScript""]",Avancé,"[""Tableau"", ""Analyse de donn\u00e9es"", ""Google Cloud""]",Data Science
Personne 1763,"[""Data Analysis"", ""Web Development"", ""SQL""]",Intermédiaire,"[""Power BI"", ""Gestion de projet""]",Informatique
Personne 1764,"[""NLP"", ""Cloud Computing"", ""IA""]",Intermédiaire,"[""AWS"", ""R"", ""SQL""]",Informatique
Personne 1765,"[""SQL"", ""Machine Learning""]",Intermédiaire,"[""CSS"", ""R\u00e9solution de probl\u00e8mes"", ""Analyse de donn\u00e9es""]",Data Science
Personne 1766,"[""CSS"", ""NLP"", ""IA""]",Avancé,"[""CSS"", ""Excel"", ""R\u00e9solution de probl\u00e8mes"", ""Gestion de projet""]",Data Science
Personne 1767,"[""Computer Vision"", ""Machine Learning""]",Débutant,"[""SQL"", ""Google Cloud"", ""Analyse de donn\u00e9es""]",Informatique
Personne 1768,"[""Data Analysis"", ""Computer Vision"", ""IA""]",Intermédiaire,"[""Communication"", ""JavaScript"", ""Analyse de donn\u00e9es"", ""Tableau""]",Marketing Digital
Personne 1769,"[""Big Data"", ""Computer Vision""]",Intermédiaire,"[""Tableau"", ""Google Cloud"", ""Analyse de donn\u00e9es""]",Informatique
Personne 1770,"[""Node.js"", ""JavaScript"", ""IA""]",Débutant,"[""Git"", ""Tableau"", ""R""]",Développement Web
Personne 1771,"[""HTML"", ""JavaScript"", ""Cloud Computing""]",Avancé,"[""Google Cloud"", ""R"", ""Tableau"", ""CSS""]",Data Science
Personne 1772,"[""Data Analysis"", ""NLP"", ""Python""]",Débutant,"[""Git"", ""Gestion de projet""]",Développement Web
Personne 1773,"[""Machine Learning"", ""Angular""]",Avancé,"[""Docker"", ""Python"", ""JavaScript"", ""Azure"", ""CSS""]",Gestion de Projet
Personne 1774,"[""JavaScript"", ""Node.js""]",Avancé,"[""R\u00e9solution de probl\u00e8mes"", ""R"", ""Analyse de donn\u00e9es""]",Développement Web
Personne 1775,"[""CSS"", ""Python""]",Intermédiaire,"[""Excel"", ""AWS"", ""Git"", ""Google Cloud""]",Développement Web
Personne 1776,"[""Web Development"", ""SQL"", ""JavaScript""]",Débutant,"[""Gestion de projet"", ""Google Cloud"", ""SQL"", ""HTML""]",Data Science
Personne 1777,"[""SQL"", ""Web Development""]",Débutant,"[""Google Cloud"", ""JavaScript""]",Marketing Digital
Personne 1778,"[""JavaScript""]",Avancé,"[""HTML"", ""SQL"", ""Azure"", ""Excel"", ""Communication""]",Data Science
Personne 1779,"[""JavaScript"", ""SQL"", ""Big Data""]",Débutant,"[""Tableau"", ""JavaScript"", ""SQL"", ""Git""]",Développement Web
Personne 1780,"[""HTML"", ""React"", ""SQL""]",Intermédiaire,"[""Excel"", ""Docker""]",Data Science
Personne 1781,"[""IA"", ""NLP"", ""Computer Vision""]",Avancé,"[""Azure"", ""Gestion de projet""]",Marketing Digital
Personne 1782,"[""Angular"", ""Cloud Computing""]",Avancé,"[""SQL"", ""Power BI"", ""Google Cloud"", ""Tableau""]",Data Science
Personne 1783,"[""React"", ""Computer Vision""]",Intermédiaire,"[""Analyse de donn\u00e9es"", ""Google Cloud"", ""JavaScript""]",Marketing Digital
Personne 1784,"[""CSS"", ""Big Data""]",Intermédiaire,"[""Tableau"", ""Azure"", ""Excel"", ""Communication""]",Data Science
Personne 1785,"[""Big Data"", ""Web Development""]",Intermédiaire,"[""HTML"", ""Git""]",Data Science
Personne 1786,"[""IA"", ""CSS"", ""Cloud Computing""]",Intermédiaire,"[""Python"", ""HTML""]",Data Science
Personne 1787,"[""Node.js""]",Débutant,"[""SQL"", ""Google Cloud"", ""CSS""]",Data Science
Personne 1788,"[""Web Development"", ""Cloud Computing"", ""Python""]",Intermédiaire,"[""Google Cloud"", ""Azure"", ""Tableau"", ""Gestion de projet"", ""SQL""]",Marketing Digital
Personne 1789,"[""CSS"", ""Computer Vision""]",Débutant,"[""Python"", ""Git"", ""AWS""]",Informatique
Personne 1790,"[""SQL"", ""Data Analysis"", ""Machine Learning""]",Intermédiaire,"[""Python"", ""Gestion de projet"", ""Azure"", ""SQL"", ""Analyse de donn\u00e9es""]",Développement Web
Personne 1791,"[""Machine Learning"", ""Python""]",Débutant,"[""SQL"", ""JavaScript"", ""CSS""]",Développement Web
Personne 1792,"[""Web Development"", ""NLP""]",Débutant,"[""HTML"", ""Git"", ""Tableau"", ""R""]",Développement Web
Personne 1793,"[""Data Analysis"", ""Web Development"", ""JavaScript""]",Débutant,"[""Tableau"", ""CSS"", ""Docker"", ""Excel"", ""Power BI""]",Data Science
Personne 1794,"[""CSS"", ""Web Development""]",Avancé,"[""Docker"", ""R\u00e9solution de probl\u00e8mes""]",Gestion de Projet
Personne 1795,"[""Cloud Computing""]",Avancé,"[""AWS"", ""Gestion de projet"", ""SQL""]",Gestion de Projet
Personne 1796,"[""Big Data"", ""Angular"", ""Python""]",Avancé,"[""AWS"", ""Communication"", ""Git""]",Gestion de Projet
Personne 1797,"[""IA"", ""Angular"", ""React""]",Avancé,"[""Communication"", ""Azure"", ""Power BI""]",Data Science
Personne 1798,"[""Computer Vision""]",Débutant,"[""Google Cloud"", ""CSS"", ""Power BI""]",Informatique
Personne 1799,"[""React"", ""Data Analysis""]",Avancé,"[""R\u00e9solution de probl\u00e8mes"", ""Power BI"", ""SQL"", ""R""]",Marketing Digital
Personne 1800,"[""JavaScript"", ""IA""]",Avancé,"[""Google Cloud"", ""JavaScript""]",Data Science
Personne 1801,"[""CSS""]",Débutant,"[""R\u00e9solution de probl\u00e8mes"", ""HTML"", ""Docker"", ""JavaScript""]",Gestion de Projet
Personne 1802,"[""Python"", ""Big Data"", ""Angular""]",Débutant,"[""Analyse de donn\u00e9es"", ""Python"", ""Gestion de projet"", ""R"", ""Communication""]",Marketing Digital
Personne 1803,"[""Big Data""]",Débutant,"[""Azure"", ""SQL"", ""Git"", ""Google Cloud"", ""CSS""]",Développement Web
Personne 1804,"[""Data Analysis""]",Avancé,"[""Google Cloud"", ""Tableau"", ""Git"", ""Excel""]",Développement Web
Personne 1805,"[""SQL"", ""Web Development""]",Débutant,"[""SQL"", ""Tableau"", ""Python""]",Développement Web
Personne 1806,"[""Angular"", ""Data Analysis""]",Avancé,"[""SQL"", ""Docker"", ""AWS"", ""Tableau""]",Marketing Digital
Personne 1807,"[""React"", ""Cloud Computing"", ""NLP""]",Avancé,"[""SQL"", ""Docker""]",Marketing Digital
Personne 1808,"[""Python""]",Avancé,"[""Azure"", ""HTML"", ""CSS"", ""Gestion de projet"", ""Docker""]",Gestion de Projet
Personne 1809,"[""CSS"", ""SQL""]",Intermédiaire,"[""Tableau"", ""Python"", ""Analyse de donn\u00e9es""]",Informatique
Personne 1810,"[""HTML"", ""Data Analysis"", ""Python""]",Débutant,"[""HTML"", ""Google Cloud"", ""Power BI"", ""Communication""]",Gestion de Projet
Personne 1811,"[""Node.js"", ""Web Development"", ""Big Data""]",Intermédiaire,"[""JavaScript"", ""Docker"", ""Azure"", ""Google Cloud"", ""Python""]",Gestion de Projet
Personne 1812,"[""NLP""]",Avancé,"[""SQL"", ""Tableau"", ""Power BI"", ""Docker""]",Gestion de Projet
Personne 1813,"[""Node.js""]",Intermédiaire,"[""Analyse de donn\u00e9es"", ""Power BI""]",Informatique
Personne 1814,"[""Cloud Computing"", ""Node.js""]",Avancé,"[""Analyse de donn\u00e9es"", ""Google Cloud"", ""CSS"", ""Docker""]",Marketing Digital
Personne 1815,"[""Computer Vision"", ""Cloud Computing""]",Avancé,"[""Power BI"", ""Python"", ""AWS"", ""Google Cloud""]",Data Science
Personne 1816,"[""NLP"", ""Big Data"", ""JavaScript""]",Avancé,"[""JavaScript"", ""Git""]",Informatique
Personne 1817,"[""JavaScript""]",Débutant,"[""Tableau"", ""JavaScript"", ""HTML""]",Gestion de Projet
Personne 1818,"[""SQL"", ""Data Analysis"", ""React""]",Intermédiaire,"[""CSS"", ""Python""]",Développement Web
Personne 1819,"[""Python"", ""Machine Learning""]",Intermédiaire,"[""Communication"", ""Power BI"", ""SQL"", ""Azure"", ""CSS""]",Marketing Digital
Personne 1820,"[""Node.js""]",Débutant,"[""Git"", ""Google Cloud""]",Informatique
Personne 1821,"[""SQL"", ""JavaScript"", ""Node.js""]",Avancé,"[""Docker"", ""Tableau"", ""Communication"", ""JavaScript""]",Data Science
Personne 1822,"[""Python"", ""JavaScript"", ""Computer Vision""]",Débutant,"[""Gestion de projet"", ""Tableau"", ""Azure""]",Data Science
Personne 1823,"[""Python"", ""Big Data""]",Débutant,"[""Azure"", ""Git"", ""R\u00e9solution de probl\u00e8mes"", ""Google Cloud"", ""AWS""]",Informatique
Personne 1824,"[""JavaScript""]",Intermédiaire,"[""Tableau"", ""JavaScript""]",Informatique
Personne 1825,"[""CSS""]",Intermédiaire,"[""Docker"", ""Google Cloud"", ""Communication"", ""AWS""]",Développement Web
Personne 1826,"[""Big Data"", ""SQL"", ""Machine Learning""]",Avancé,"[""Python"", ""Communication"", ""Analyse de donn\u00e9es""]",Développement Web
Personne 1827,"[""NLP"", ""Python""]",Débutant,"[""Communication"", ""Docker"", ""Analyse de donn\u00e9es""]",Informatique
Personne 1828,"[""Python"", ""React""]",Avancé,"[""Azure"", ""Excel""]",Développement Web
Personne 1829,"[""Cloud Computing"", ""Node.js""]",Intermédiaire,"[""Git"", ""Docker"", ""Power BI"", ""R\u00e9solution de probl\u00e8mes""]",Data Science
Personne 1830,"[""IA""]",Intermédiaire,"[""Gestion de projet"", ""JavaScript"", ""AWS"", ""SQL"", ""Analyse de donn\u00e9es""]",Informatique
Personne 1831,"[""CSS""]",Avancé,"[""CSS"", ""Git"", ""Excel""]",Informatique
Personne 1832,"[""CSS"", ""Computer Vision"", ""Web Development""]",Avancé,"[""Git"", ""AWS"", ""Python""]",Développement Web
Personne 1833,"[""SQL"", ""NLP""]",Intermédiaire,"[""R"", ""SQL"", ""HTML"", ""Azure""]",Data Science
Personne 1834,"[""Big Data"", ""NLP""]",Avancé,"[""CSS"", ""Analyse de donn\u00e9es"", ""Git"", ""Python"", ""Communication""]",Data Science
Personne 1835,"[""Angular"", ""React"", ""Computer Vision""]",Débutant,"[""Tableau"", ""Excel"", ""Git"", ""AWS"", ""CSS""]",Informatique
Personne 1836,"[""Data Analysis"", ""HTML""]",Débutant,"[""CSS"", ""Tableau"", ""Docker""]",Data Science
Personne 1837,"[""Web Development"", ""Machine Learning"", ""CSS""]",Avancé,"[""Azure"", ""Google Cloud"", ""Communication"", ""Excel"", ""Gestion de projet""]",Gestion de Projet
Personne 1838,"[""IA"", ""React"", ""Cloud Computing""]",Débutant,"[""Excel"", ""R\u00e9solution de probl\u00e8mes"", ""Python""]",Marketing Digital
Personne 1839,"[""IA"", ""SQL""]",Intermédiaire,"[""AWS"", ""SQL""]",Marketing Digital
Personne 1840,"[""Cloud Computing"", ""Data Analysis"", ""Computer Vision""]",Intermédiaire,"[""Azure"", ""Google Cloud""]",Data Science
Personne 1841,"[""SQL"", ""Machine Learning"", ""Big Data""]",Débutant,"[""R\u00e9solution de probl\u00e8mes"", ""CSS""]",Marketing Digital
Personne 1842,"[""Machine Learning"", ""NLP""]",Avancé,"[""R"", ""Git"", ""Google Cloud"", ""Docker""]",Data Science
Personne 1843,"[""Angular"", ""Big Data"", ""IA""]",Intermédiaire,"[""Python"", ""HTML"", ""Google Cloud"", ""Docker"", ""Power BI""]",Marketing Digital
Personne 1844,"[""Big Data""]",Intermédiaire,"[""Excel"", ""HTML"", ""Docker"", ""Gestion de projet""]",Data Science
Personne 1845,"[""Cloud Computing"", ""SQL"", ""Computer Vision""]",Intermédiaire,"[""Python"", ""SQL"", ""HTML"", ""R\u00e9solution de probl\u00e8mes""]",Développement Web
Personne 1846,"[""Web Development""]",Intermédiaire,"[""Python"", ""Excel"", ""R\u00e9solution de probl\u00e8mes""]",Développement Web
Personne 1847,"[""Data Analysis"", ""JavaScript"", ""CSS""]",Intermédiaire,"[""Python"", ""Excel""]",Data Science
Personne 1848,"[""CSS"", ""SQL""]",Avancé,"[""SQL"", ""AWS""]",Gestion de Projet
Personne 1849,"[""React"", ""Angular"", ""CSS""]",Intermédiaire,"[""Communication"", ""R""]",Développement Web
Personne 1850,"[""Machine Learning"", ""IA"", ""HTML""]",Avancé,"[""Python"", ""AWS"", ""HTML"", ""SQL""]",Développement Web
Personne 1851,"[""HTML""]",Avancé,"[""Analyse de donn\u00e9es"", ""CSS"", ""Git"", ""AWS"", ""JavaScript""]",Marketing Digital
Personne 1852,"[""Cloud Computing""]",Débutant,"[""Excel"", ""Git"", ""AWS"", ""Power BI""]",Marketing Digital
Personne 1853,"[""CSS"", ""Node.js"", ""IA""]",Débutant,"[""Google Cloud"", ""JavaScript"", ""Gestion de projet""]",Data Science
Personne 1854,"[""JavaScript"", ""Node.js""]",Avancé,"[""R"", ""HTML""]",Data Science
Personne 1855,"[""NLP"", ""Python""]",Débutant,"[""Power BI"", ""Analyse de donn\u00e9es"", ""R""]",Marketing Digital
Personne 1856,"[""Big Data"", ""CSS"", ""JavaScript""]",Débutant,"[""AWS"", ""Communication""]",Data Science
Personne 1857,"[""Cloud Computing"", ""Node.js"", ""Big Data""]",Intermédiaire,"[""HTML"", ""AWS"", ""SQL"", ""Excel""]",Marketing Digital
Personne 1858,"[""Computer Vision"", ""Angular"", ""NLP""]",Avancé,"[""Communication"", ""Python"", ""CSS"", ""Gestion de projet""]",Informatique
Personne 1859,"[""Python""]",Débutant,"[""Tableau"", ""Communication"", ""Azure"", ""JavaScript"", ""Excel""]",Gestion de Projet
Personne 1860,"[""JavaScript"", ""Big Data"", ""IA""]",Intermédiaire,"[""Docker"", ""Analyse de donn\u00e9es"", ""Communication"", ""HTML"", ""Power BI""]",Informatique
Personne 1861,"[""React"", ""Big Data""]",Avancé,"[""R"", ""JavaScript"", ""Excel""]",Développement Web
Personne 1862,"[""React"", ""Data Analysis"", ""CSS""]",Débutant,"[""R"", ""Tableau""]",Gestion de Projet
Personne 1863,"[""NLP"", ""JavaScript""]",Intermédiaire,"[""Excel"", ""Azure"", ""SQL"", ""Analyse de donn\u00e9es"", ""Google Cloud""]",Gestion de Projet
Personne 1864,"[""CSS"", ""Web Development""]",Débutant,"[""Azure"", ""Communication"", ""Excel"", ""Docker"", ""R""]",Marketing Digital
Personne 1865,"[""HTML"", ""JavaScript""]",Débutant,"[""Gestion de projet"", ""Analyse de donn\u00e9es"", ""Power BI""]",Développement Web
Personne 1866,"[""Node.js"", ""NLP"", ""Web Development""]",Avancé,"[""Tableau"", ""Excel""]",Informatique
Personne 1867,"[""Python"", ""Big Data""]",Débutant,"[""Python"", ""Analyse de donn\u00e9es""]",Informatique
Personne 1868,"[""Node.js"", ""Cloud Computing"", ""IA""]",Intermédiaire,"[""SQL"", ""JavaScript"", ""AWS"", ""CSS"", ""Git""]",Informatique
Personne 1869,"[""Web Development"", ""Computer Vision""]",Avancé,"[""Power BI"", ""Excel""]",Data Science
Personne 1870,"[""Data Analysis"", ""Machine Learning"", ""Python""]",Intermédiaire,"[""Excel"", ""Communication"", ""Tableau"", ""JavaScript""]",Marketing Digital
Personne 1871,"[""Node.js"", ""Machine Learning"", ""Web Development""]",Avancé,"[""Azure"", ""Gestion de projet""]",Informatique
Personne 1872,"[""React"", ""Python"", ""SQL""]",Intermédiaire,"[""R"", ""JavaScript"", ""Communication"", ""Python""]",Gestion de Projet
Personne 1873,"[""IA""]",Débutant,"[""Communication"", ""R""]",Informatique
